rgz_name,name,name:rs,name:it,name:hu,loc_name,name:etymology:wikidata
Solinska,Solinska ulica,,,,,Q642828
Slavićeva,Slavićeva ulica,,,,,
Ivaniševićeva,Ulica Drage Ivaniševića,,,,,
Draganjina,Ulica Vinka Draganje,,,,,
Rokova,Rokova ulica,,,,,
Sukoišanska,Sukoišanska ulica,,,,,Q20526926
Velebitska,Velebitska ulica,,,,,
1. c. ž. D. r. Milorada Torbarine,Ulica prve civilne žrtve Domovinskog rata Milorada Torbarine,,,,,
17. buntovnika,Ulica 17 buntovnika,,,,,
17. travnja,Ulica 17. travnja,,,,,
18. rujna,Ulica 18. rujna,,,,,
18. rujna 1991.,Ulica 18. rujna 1991.,,,,,
19. dalmatinske divizije,Ulica 19. dalmatinske divizije,,,,,
2. Istarske brigade,Ulica 2. Istarske brigade,,,,,
2. desni odvojak Školske,2. desni odvojak Školske ulice,,,,,
2. lijevi odvojak Školske,2. lijevi odvojak Školske ulice,,,,,
3. desni odvojak Školske,3. desni odvojak Školske ulice,,,,,
2. odvojak Turopoljske ul.,2. odvojak Turopoljske ulice,,,,,
204. brigade,Ulica 204. brigade,,,,,Q3508255
204. vukovarske brigade,Ulica 204. vukovarske brigade,,,,,
22. lipnja,Ulica 22. lipnja,,,,,Q1858769
22. lipnja 1941.,Ulica 22. lipnja 1941.,,,,,Q1858769
22. lipnja 1941. - početak antifašističke borbe hrvatskog naroda,Ulica 22. lipnja 1941.,,,,,Q1858769
25. ožujka,Ulica 25. ožujka,,,,,
25. rujna,Ulica 25. rujna,,,,,
26. divizije,Ulica 26. divizije,,,,,
29. rujna,Ulica 29. rujna,,,,,
3. travnja,Ulica 3. travnja,,,,,
30. Svibnja,Ulica 30. svibnja,,,,,Q449367
30. svibnja,Ulica 30. svibnja,,,,,Q449367
30. svibnja 1990.,Ulica 30. svibnja 1990.,,,,,Q449367
4. gardijske,Ulica 4. gardijske,,,,,
4. ožujka,Ulica 4. ožujka,,,,,
4. studenog 1991.,Ulica 4. studenog 1991.,,,,,Q663501
52. samostalnog bataljuna,Ulica 52. samostalnog bataljuna,,,,,
6. kolovoza,Ulica 6. kolovoza,,,,,
7. domobranske pukovnije,Ulica 7. domobranske pukovnije,,,,,
7. domobranske pukovnije HV,Ulica 7. domobranske pukovnije HV,,,,,
7. gardijske,Ulica 7. gardijske,,,,,
72. bojne vojne policije,Ulica 72. bojne vojne policije,,,,,
77. samostalnog bataljuna ZNG,Ulica 77. samostalnog bataljuna ZNG,,,,,
8. ožujka,Ulica 8. ožujka,,,,,
84. gardijske bojne,Ulica 84. gardijske bojne,,,,,
9. rujna,Ulica 9. rujna,,,,,
9. svibnja,Ulica 9. svibnja,,,,,
Abranska,Abranska ulica,,,,,
Adamićeva,Adamićeva ulica,,,,,Q3615815
Adamova,Adamova ulica,,,,,Q312635
Alberta Fortisa,Ulica Alberta Fortisa,,,,,
Alberta Halera,Ulica Alberta Halera,,,,,
Alda Colonnella,Ulica Alda Colonnella,,,,,
Aleksandra Curavića,Ulica Aleksandra Curavića,,,,,
Aleksandra Katića,Ulica Aleksandra Katića,,,,,
Aleksandra Majdera,Ulica Aleksandra Majdera,,,,,
Aleksandra Mamića,Ulica Aleksandra Mamića,,,,,
Aleksandra Ugalije,Ulica Aleksandra Ugalije,,,,,
Alekse Benigara,Ulica Alekse Benigara,,,,,
Alessandra Manzonia,Ulica Alessandra Manzonia,,,,,
Alfira Ivice Baždarića,Ulica Alfira Ivice Baždarića,,,,,
Alfonsa Pavića,Ulica Alfonsa Pavića,,,,,
Alfreda Hilla,Ulica Alfreda Hilla,,,,,
Alfreda Krupe,Ulica Alfreda Krupe,,,,,
Aljinovića,Aljinovića ulica,,,,,
Alkarska,Alkarska ulica,,,,,
Alojza Stepinca,Ulica Alojza Stepinca,,,,,Q310505
Alojza Vulinca,Ulica Alojza Vulinca,,,,,
Alojzija Stepinca,Ulica Alojzija Stepinca,,,,,Q310505
Alvira Franića,Ulica Alvira Franića,,,,,
Ambroza Haračića,Ulica Ambroza Haračića,,,,,
Ambroza Vranyczanya,Ulica Ambroza Vranyczanya,,,,,
Amerikanska,Amerikanska ulica,,,,,
Amižića,Amižića ulica,,,,,
Amruševa,Amruševa ulica,,,,,
Andree Benussia,Ulica Andree Benussia,,,,,
Andrijaševačka,Andrijaševačka ulica,,,,,
Andrije Antića,Ulica Andrije Antića,,,,,
Andrije Habuša,Ulica Andrije Habuša,,,,,
Andrije Hebranga,Ulica Andrije Hebranga,,,,,
Andrije K. Miošića,Ulica Andrije Kačića Miošića,,,,,Q511464
Andrije Kačića,Ulica Andrije Kačića,,,,,Q511464
Andrije Kačića - Miošića,Ulica Andrije Kačića Miošića,,,,,Q511464
Andrije Kačića-Miošića,Ulica Andrije Kačića Miošića,,,,,Q511464
Andrije Konca,Ulica Andrije Konca,,,,,
Andrije Kršula,Ulica Andrije Kršula,,,,,
Andrije Lerotića,Ulica Andrije Lerotića,,,,,
Andrije Lustiga Dade,Ulica Andrije Lustiga Dade,,,,,
Andrije Matijaša-Pauka,Ulica Andrije Matijaša-Pauka,,,,,
Andrije Medulića,Ulica Andrije Medulića,,,,,
Andrije Mohorovičića,Ulica Andrije Mohorovičića,,,,,
Andrije Palmovića,Ulica Andrije Palmovića,,,,,
Andrije Petračića,Ulica Andrije Petračića,,,,,
Andrije Petračića desni odvojak I,Ulica Andrije Petračića desni odvojak I,,,,,
Andrije Petračića lijevi odvojak I,Ulica Andrije Petračića lijevi odvojak I,,,,,
Andrije Pirnata,Ulica Andrije Pirnata,,,,,
Andrije Šermana,Ulica Andrije Šermana,,,,,
Andrije Štampara,Ulica Andrije Štampara,,,,,
Andrije Štangera,Ulica Andrije Štangera,,,,,
Glavna,Glavna ulica,,,,,
Osječka,Osječka ulica,,,,,
Dubrovačka,Dubrovačka ulica,,,,,
Savska,Savska ulica,,,,,
Josipa Juraja Strossmayera,Ulica Josipa Juraja Strossmayera,,,,,Q434257
Antuna Gustava Matoša,Ulica Antuna Gustava Matoša,,,,,Q610015
Vinkovačka,Vinkovačka ulica,,,,,
V. Nazora,Ulica Vladimira Nazora,,,,,
Čakovečka,Čakovečka ulica,,,,,
Ivana Meštrovića,Ulica Ivana Meštrovića,,,,,
Ulica Bana Josipa Jelačića,Ulica bana Josipa Jelačića,,,,,Q154418
Pavla Radića,Ulica Pavla Radića,,,,,
Marka Marulića,Ulica Marka Marulića,,,,,
Augusta Cesarca,Ulica Augusta Cesarca,,,,,
Zrinska,Zrinska ulica,,,,,
Omladinska,Omladinska ulica,,,,,
Gajeva,Gajeva ulica,,,,,
Požeška,Požeška ulica,,,,,
Ulica Petra Krešimira IV,Ulica Petra Krešimira IV.,,,,,
Kralja Petra Krešimira IV,Ulica kralja Petra Krešimira IV.,,,,,
Hercegovačka,Hercegovačka ulica,,,,,
Žrtava fašizma,Ulica žrtava fašizma,,,,,
Slavonska,Slavonska ulica,,,,,
Baruna Trenka,Ulica baruna Trenka,,,,,
Mostarska,Mostarska ulica,,,,,
Domovinskog rata,Ulica Domovinskog rata,,,,,
Koprivnička,Koprivnička ulica,,,,,
Matice hrvatske,Ulica Matice hrvatske,,,,,
Krste Frankopana,Ulica Krste Frankopana,,,,,
Ul. 1.,Ulica 1,,,,,
Ul. 1. dalmatinskog sabora,Ulica 1. dalmatinskog sabora,,,,,
Ul. 1. Gardijska Brigada,Ulica 1. gardijske brigade,,,,,
Ul. 1. svibnja,Ulica 1. svibnja,,,,,
Ul. 112. brigade,Ulica 112. brigade,,,,,
Ul. 113. šib. brigade HV,Ulica 113. šibenske brigade HV,,,,,
Ul. 2.,Ulica 2,,,,,
Ul. 27. Februara,Ulica 27. februara,,,,,
Ul. 3.,Ulica 3,,,,,
Ul. 4.,Ulica 4,,,,,
Ul. 55. samostalnog bataljuna HV-a,Ulica 55. samostalnog bataljuna HV-a,,,,,
Ul. 8. marta,Ulica 8. marta,,,,,
Ul. 8. udarne dalmat. brigade,Ulica 8. udarne dalmatinske brigade,,,,,
Ul. A. Branka Šimića,Ulica Antuna Branka Šimića,,,,,
Ul. A. G. Matoša,Ulica Antuna Gustava Matoša,,,,,
Ul. admirala Jakova Šubića od Cezana,Ulica admirala Jakova Šubića od Cezana,,,,,
Ul. Adolfa Waldingera,Ulica Adolfa Waldingera,,,,,
Ul. Alojzija Stepinca,Ulica Alojzija Stepinca,,,,,
Ul. Andrije Hebranga,Ulica Andrije Hebranga,,,,,
Ul. Andrije K. Miošića,Ulica Andrije Kačića Miošića,,,,,
Ul. Ante Kovačića,Ulica Ante Kovačića,,,,,
Ul. Ante Pedića,Ulica Ante Pedića,,,,,
Ul. Ante Starčevića,Ulica Ante Starčevića,,,,,
Ul. Antona Glasnovića,Ulica Antona Glasnovića,,,,,
Ul. Antuna Augustinčića,Ulica Antuna Augustinčića,,,,,
Ul. Antuna Branka Šimića,Ulica Antuna Branka Šimića,,,,,
Ul. Antuna Gustava Matoša,Ulica Antuna Gustava Matoša,,,,,
Ul. Antuna Kovačića,Ulica Antuna Kovačića,,,,,
Ul. Antuna Mihanovića,Ulica Antuna Mihanovića,,,,,
Ul. Augusta Cesarca,Ulica Augusta Cesarca,,,,,
Ul. Augusta Šenoe,Ulica Augusta Šenoe,,,,,
Ul. b. Ćirila i Metoda,Ulica braće Ćirila i Metoda,,,,,
Ul. b. Josipa Jelačića,Ulica bana Josipa Jelačića,,,,,Q154418
Ul. bana Ivana Mažuranića,Ulica bana Ivana Mažuranića,,,,,
Ul. bana J. Jelačića,Ulica bana Josipa Jelačića,,,,,Q154418
Ul. bana Jelačića,Ulica bana Jelačića,,,,,Q154418
Ul. Bana Jelačića,Ulica bana Jelačića,,,,,Q154418
Ul. bana Josipa Jelačić,Ulica bana Josipa Jelačića,,,,,Q154418
Ul. bana Josipa Jelačića,Ulica bana Josipa Jelačića,,,,,Q154418
Ul. Barice Labaš,Ulica Barice Labaš,,,,,
Ul. Bartola Kašića,Ulica Bartola Kašića,,,,,
Ul. Bartula Kašića,Ulica Bartula Kašića,,,,,
Ul. baruna Vjenceslava Lilienberga,Ulica baruna Vjenceslava Lilienberga,,,,,
Ul. Belote Dobronića,Ulica Belote Dobronića,,,,,
Ul. Benedikta Mišolića,Ulica Benedikta Mišolića,,,,,
Ul. Bernarda Vukasa,Ulica Bernarda Vukasa,,,,,
Ul. Bilogorska,Ulica Bilogorska,,,,,
Ul. biskupa G. Ninskog,Ulica biskupa Grgura Ninskog,,,,,
Ul. biskupa Mihe Pušića,Ulica biskupa Mihe Pušića,,,,,
Ul. Biskupa Teodozija,Ulica biskupa Teodozija,,,,,
Ul. blaženog Alojzija Stepinca,Ulica blaženog Alojzija Stepinca,,,,,
Ul. Borisa Čuline,Ulica Borisa Čuline,,,,,
Ul. braće Andrijića,Ulica braće Andrijića,,,,,
Ul. braće Fabijanića,Ulica braće Fabijanića,,,,,
Ul. Braće Radić,Ulica braće Radić,,,,,
Ul. braće Radića,Ulica braće Radića,,,,,
Ul. Branka Klapana,Ulica Branka Klapana,,,,,
Ul. Bribirskih knezova,Ulica Bribirskih knezova,,,,,
Ul. Brune Bušića,Ulica Brune Bušića,,,,,
Ul. Cesarićeva,Cesarićeva ulica,,,,,
Ul. Čista Mala,Čista Mala,,,,,
Ul. Crvena luka,Ulica Crvena luka,,,,,
Ul. Dalmatinska,Dalmatinska ulica,,,,,
Ul. Davora Zubčića,Ulica Davora Zubčića,,,,,
Ul. Dinarska,Dinarska ulica,,,,,
Ul. Dinka Šimunovića,Ulica Dinka Šimunovića,,,,,
Ul. Dmitra Zvonimira,Ulica Dmitra Zvonimira,,,,,
Ul. Dobriše Cesarića,Ulica Dobriše Cesarića,,,,,
Ul. Doljani,Doljani,,,,,
Ul. Domovinske zahvalnosti,Ulica Domovinske zahvalnosti,,,,,
Ul. don Ante J. Police,Ulica don Ante Juričeva Police,,,,,
Ul. Don Ante Matacina,Ulica don Ante Matacina,,,,,
Ul. don Ante Šoše,Ulica don Ante Šoše,,,,,
Ul. don Filipa Mandarića,Ulica don Filipa Mandarića,,,,,
Ul. don Ivana Zorice,Ulica don Ivana Zorice,,,,,
Ul. don Luke Jelića,Ulica don Luke Jelića,,,,,
Ul. don M. Klarića,Ulica don Mate Klarića,,,,,
Ul. don Pave Zankija,Ulica don Pave Zankija,,,,,
Ul. Don Pave Zankija,Ulica don Pave Zankija,,,,,
Ul. don Rade Rilova,Ulica don Rade Rilova,,,,,
Ul. don Stjepana Matkova,Ulica don Stjepana Matkova,,,,,
Ul. don Stjepana Surića,Ulica don Stjepana Surića,,,,,
Ul. don. Kaže Perkovića,Ulica don Kaže Perkovića,,,,,
Ul. Donata Fabijanića,Ulica Donata Fabijanića,,,,,
Ul. Dore Pejačević,Ulica Dore Pejačević,,,,,
Ul. dr. A. Starčevića,Ulica dr. Ante Starčevića,,,,,
Ul. dr. Andrije Hebranga,Ulica dr. Andrije Hebranga,,,,,
Ul. dr. Ante Starčevića,Ulica dr. Ante Starčevića,,,,,
Ul. dr. Blaža Jurišića,Ulica dr. Blaža Jurišića,,,,,
Ul. Dr. Franje Tuđmana,Ulica dr. Franje Tuđmana,,,,,
Ul. dr. Snjegovoja,Ulica dr. Snjegovoja,,,,,
Ul. dr. Vlatka Mačeka,Ulica dr. Vlatka Mačeka,,,,,
Ul. dr. Z. Benčevića,Ulica dr. Zvonimira Benčevića,,,,,
Ul. Drage Kolarića,Ulica Drage Kolarića,,,,,
Ul. Dragutina Boranića,Ulica Dragutina Boranića,,,,,
Ul. Dragutina Domjanića,Ulica Dragutina Domjanića,,,,,
Ul. Dragutina Tadijanovića,Ulica Dragutina Tadijanovića,,,,,
Ul. Dravska,Dravska ulica,,,,,
Ul. Dubrovačka,Dubrovačka ulica,,,,,
Ul. Dudić,Ulica Dudić,,,,,
Ul. Dujasa Babića,Ulica Dujasa Babića,,,,,
Ul. Eugena Kumičića,Ulica Eugena Kumičića,,,,,
Ul. f. A. Kačića - Miošića,Ulica fra Andrije Kačića Miošića,,,,,
Ul. Ferde Livadića,Ulica Ferde Livadića,,,,,
Ul. fra A. Kambera,Ulica fra Anselma Kambera,,,,,
Ul. fra Ivana Markov.,Ulica fra Ivana Markovića,,,,,
Ul. fra Lina Pedišića,Ulica fra Lina Pedišića,,,,,
Ul. Fra Serafina Raića,Ulica fra Serafina Raića,,,,,
Ul. fra Tome Babića,Ulica fra Tome Babića,,,,,
Ul. Frane Kršinića,Ulica Frane Kršinića,,,,,
Ul. Franje Račkog,Ulica Franje Račkog,,,,,
Ul. gardijskih brigada,Ulica gardijskih brigada,,,,,
Ul. Glama,Ulica Glama,,,,,
Ul. Gojka Šuška,Ulica Gojka Šuška,,,,,
Ul. Gospe Karmelske,Ulica Gospe Karmelske,,,,,
Ul. Gospe Letničke,Ulica Gospe Letničke,,,,,
Ul. Gospe od mira,Ulica Gospe od mira,,,,,
Ul. Gospićka,Gospićka ulica,,,,,
Ul. Grabarska,Grabarska ulica,,,,,
Ul. Grada Otočca,Ulica grada Otočca,,,,,
Ul. Gradišćanskih Hrvata,Ulica gradišćanskih Hrvata,,,,,
Ul. Greda,Ulica Greda,,,,,
Ul. Grgura Ninskog,Ulica Grgura Ninskog,,,,,
Ul. Grubišnog Polja,Ulica Grubišnog Polja,,,,,
Ul. Gustava Krkleca,Ulica Gustava Krkleca,,,,,
Ul. Hanibala Lucića,Ulica Hanibala Lucića,,,,,
Ul. Hrv. mladeži,Ulica Hrvatske mladeži,,,,,
Ul. hrvatskih branitelja,Ulica hrvatskih branitelja,,,,,
Ul. Hrvatskih redarstvenika,Ulica hrvatskih redarstvenika,,,,,
Ul. Hrvatskih velikana,Ulica hrvatskih velikana,,,,,
Ul. Hrvatskih vladara,Ulica hrvatskih vladara,,,,,
Ul. Hrvatskog Sabora,Ulica Hrvatskog sabora,,,,,
Ul. Hrvatskog sabora,Ulica Hrvatskog sabora,,,,,
Ul. I. Brlić Mažuranić,Ulica Ivane Brlić Mažuranić,,,,,
Ul. I. G. Kovačića,Ulica Ivana Gorana Kovačića,,,,,
Ul. II - put kroz selo,Ulica II,,,,Put kroz selo,
Ul. III - put škole,Ulica III,,,,Put škole,
Ul. Ilirskog preporoda,Ulica Ilirskog preporoda,,,,,
Ul. IV - put groblja,Ulica IV,,,,Put Groblja,
Ul. IV brigade,Ulica IV. brigade,,,,,
Ul. Ivana Generalića,Ulica Ivana Generalića,,,,,
Ul. Ivana Gundulića,Ulica Ivana Gundulića,,,,,
Ul. Ivana Mažuranića,Ulica Ivana Mažuranića,,,,,
Ul. Ivana Meštrovića,Ulica Ivana Meštrovića,,,,,
Ul. Ivana Mirkovića,Ulica Ivana Mirkovića,,,,,
Ul. Ivana Mršića,Ulica Ivana Mršića,,,,,
Ul. Ivana Pavla II,Ulica Ivana Pavla II,,,,,
Ul. Ivana pl. Zajca,Ulica Ivana pl. Zajca,,,,,
Ul. Ivana Raosa,Ulica Ivana Raosa,,,,,
Ul. Ivane Brlić Mažuranić,Ulica Ivane Brlić Mažuranić,,,,,
Ul. Ivaniša Nelipića,Ulica Ivaniša Nelipića,,,,,
Ul. Ive Andrića,Ulica Ive Andrića,,,,,
Ul. Ivice Baraba,Ulica Ivice Baraba,,,,,
Ul. J. Šprljana Akabe,Ulica Josipa Šprljana Akabe,,,,,
Ul. Jakova Gotovca,Ulica Jakova Gotovca,,,,,
Ul. Jarak,Ulica Jarak,,,,,
Ul. Jergana,Ulica Jergana,,,,,
Ul. Jose Bakić,Ulica Jose Bakić,,,,,
Ul. Josipa Jurja Strossmayera,Ulica Josipa Jurja Strossmayera,,,,,
Ul. Josipa Kozarca,Ulica Josipa Kozarca,,,,,
Ul. Josipa Kraša,Ulica Josipa Kraša,,,,,
Ul. Josipa Pančića,Ulica Josipa Pančića,,,,,
Ul. Josipa Runjanina,Ulica Josipa Runjanina,,,,,
Ul. Jure Crljenka,Ulica Jure Crljenka,,,,,
Ul. Jure Kaštelana,Ulica Jure Kaštelana,,,,,
Ul. Jurgena Smidta,Ulica Jurgena Smidta,,,,,
Ul. Jurja Benzije,Ulica Jurja Benzije,,,,,
Ul. k. P. Krešimira IV,Ulica kralja Petra Krešimira IV.,,,,,
Ul. k. Šubića Bribirskih,Ulica knezova Šubića Bribirskih,,,,,
Ul. kar. dr. A. Stepinca,Ulica kardinala Alojzija Stepinca,,,,,
Ul. kardinala Alojzija Stepinca,Ulica kardinala Alojzija Stepinca,,,,,
Ul. kardinala Kuharića,Ulica kardinala Kuharića,,,,,
Ul. kneza Borne,Ulica kneza Borne,,,,,
Ul. kneza Branimira,Ulica kneza Branimira,,,,,
Ul. kneza Domagoja,Ulica kneza Domagoja,,,,,
Ul. kneza Hrvoja Hrvatinića,Ulica kneza Hrvoja Hrvatinića,,,,,
Ul. kneza Mislava,Ulica kneza Mislava,,,,,
Ul. kneza Trpimira,Ulica kneza Trpimira,,,,,
Ul. kneza Zdeslava,Ulica kneza Zdeslava,,,,,
Ul. Knezova Bribirskih,Ulica knezova Bribirskih,,,,,
Ul. komiških iseljenika,Ulica komiških iseljenika,,,,,
Ul. kralja D. Zvonimira,Ulica kralja Dmitra Zvonimira,,,,,
Ul. kralja Držislava,Ulica kralja Držislava,,,,,
Ul. kralja Kolomana,Ulica kralja Kolomana,,,,,
Ul. kralja P. Svačića,Ulica kralja Petra Svačića,,,,,
Ul. kralja Petra Krešimira IV,Ulica kralja Petra Krešimira IV.,,,,,
Ul. kralja Petra Svačića,Ulica kralja Petra Svačića,,,,,
Ul. kralja Tomislava,Ulica kralja Tomislava,,,,,
Ul. kralja Tvrtka,Ulica kralja Tvrtka,,,,,
Ul. kralja Zvonimira,Ulica kralja Zvonimira,,,,,
Ul. kraljice Jelene,Ulica kraljice Jelene,,,,,
Ul. Kraljice Jelene,Ulica kraljice Jelene,,,,,
Ul. Križnog puta,Ulica Križnog puta,,,,,
Ul. Krste Frankopana,Ulica Krste Frankopana,,,,,
Ul. Lavoslava Ružičke,Ulica Lavoslava Ružičke,,,,,
Ul. Ledinka,Ulica Ledinka,,,,,
Ul. Lile Pejačević,Ulica Lile Pejačević,,,,,
Ul. Ljudevita Gaja,Ulica Ljudevita Gaja,,,,,
Ul. Lovre Matačića,Ulica Lovre Matačića,,,,,
Ul. Luke Botića,Ulica Luke Botića,,,,,
Ul. Luke i Siniše Brkljače,Ulica Luke i Siniše Brkljače,,,,,
Ul. Lungo mare,Lungo mare,,,,,
Ul. Mali Šandrovac,Mali Šandrovac,,,,,
Ul. Marije Jurić Zagorke,Ulica Marije Jurić Zagorke,,,,,
Ul. Marina Držića,Ulica Marina Držića,,,,,
Ul. Marina Getaldića,Ulica Marina Getaldića,,,,,
Ul. Marka Laura Ruića,Ulica Marka Laura Ruića,,,,,
Ul. Marka Marulića,Ulica Marka Marulića,,,,,
Ul. Marka Pejačevića,Ulica Marka Pejačevića,,,,,
Ul. Marka Pola,Ulica Marka Pola,,,,,
Ul. Mate Lovraka,Ulica Mate Lovraka,,,,,
Ul. Mate Parlova,Ulica Mate Parlova,,,,,
Ul. Matice hrvatske,Ulica Matice hrvatske,,,,,
Ul. Matije Antuna Reljkovića,Ulica Matije Antuna Reljkovića,,,,,
Ul. Matije Ljubeka,Ulica Matije Ljubeka,,,,,
Ul. Mihovila Pavlinovića,Ulica Mihovila Pavlinovića,,,,,
Ul. Milana Begovića,Ulica Milana Begovića,,,,,
Ul. Mile Budaka,Ulica Mile Budaka,,,,,
Ul. Mile Čulina,Ulica Mile Čulina,,,,,
Ul. Mile Gojsalić,Ulica Mile Gojsalić,,,,,
Ul. Milutina Cihlara Nehajeva,Ulica Milutina Cihlara Nehajeva,,,,,
Ul. Miroslava Kraljevića,Ulica Miroslava Kraljevića,,,,,
Ul. Miroslava Krleže,Ulica Miroslava Krleže,,,,,
Ul. Mišulinovac,Mišulinovac,,,,,
Ul. Mojmir,Ulica Mojmir,,,,,
Ul. Moravskih Toplica,Ulica Moravskih Toplica,,,,,
Ul. N. Šubića Zrinskog,Ulica Nikole Šubića Zrinskog,,,,,Q467477
Ul. nar. h. Grge Jankesa,Ulica narodnog heroja Grge Jankesa,,,,,
Ul. Nikole Portade,Ulica Nikole Portade,,,,,
Ul. Nikole Šubića,Ulica Nikole Šubića,,,,,
Ul. Nikole Šubića Zrinskog,Ulica Nikole Šubića Zrinskog,,,,,Q467477
Ul. Nikole Tesle,Ulica Nikole Tesle,,,,,
Ul. Nikole Turkalja,Ulica Nikole Turkalja,,,,,
Ul. Nikole Valentića,Ulica Nikole Valentića,,,,,
Ul. Nikole Zrinskog,Ulica Nikole Zrinskog,,,,,Q467477
Ul. Nikole Zrinskoga,Ulica Nikole Zrinskoga,,,,,Q467477
Ul. Norilj,Ulica Norilj,,,,,
Ul. Orišje,Ulica Orišje,,,,,
Ul. Otona Ivekovića,Ulica Otona Ivekovića,,,,,
Ul. P. Zoranića,Ulica Petra Zoranića,,,,,
Ul. Pavla R. Vitezovića,Ulica Pavla Rittera Vitezovića,,,,,
Ul. Pavla Štoosa,Ulica Pavla Štoosa,,,,,
Ul. Pešćine,Ulica Pešćine,,,,,
Ul. Petka,Ulica Petka,,,,,
Ul. Petra Grubonića,Ulica Petra Grubonića,,,,,
Ul. Petra Hektorovića,Ulica Petra Hektorovića,,,,,
Ul. Petra Krešimira,Ulica Petra Krešimira,,,,,
Ul. Petra Rumore,Ulica Petra Rumore,,,,,
Ul. Petra Zoranića,Ulica Petra Zoranića,,,,,
Ul. Petra Zrinskog,Ulica Petra Zrinskog,,,,,Q508799
Ul. popova vlaka,Popova vlaka,,,,,
Ul. Pridraških iseljenika,Ulica pridraških iseljenika,,,,,
Ul. Pridraških urara,Ulica pridraških urara,,,,,
Ul. Pridraškog kamena,Ulica pridraškog kamena,,,,,
Ul. put Čulina,Put Čulina,,,,,
Ul. put Klapana,Put Klapana,,,,,
Ul. put kule,Put kule,,,,,
Ul. put Lalića,Put Lalića,,,,,
Ul. Put Primorja,Put Primorja,,,,,
Ul. put Priske,Put Priske,,,,,
Ul. put Vrulje,Put Vrulje,,,,,
Ul. Ranka Baraba,Ulica Ranka Baraba,,,,,
Ul. rijeke Čikole,Ulica rijeke Čikole,,,,,
Ul. rijeke Jadro,Ulica rijeke Jadro,,,,,
Ul. Rimski put,Rimski put,,,,,
Ul. Rudeka Sutlara,Ulica Rudeka Sutlara,,,,,
Ul. Ruđera Boškovića,Ulica Ruđera Boškovića,,,,,Q310757
Ul. Rudjera Boškovića,Ulica Rudjera Boškovića,,,,,Q310757
Ul. S. S. Kranjčevića,Ulica Silvija Strahimira Kranjčevića,,,,,Q470704
Ul. Sabunike I,Sabunike I,,,,,
Ul. Sabunike II,Sabunike II,,,,,
Ul. Sabunike III,Sabunike III,,,,,
Ul. Sabunike IV,Sabunike IV,,,,,
Ul. Sabunike V,Sabunike V,,,,,
Ul. Sabunike VI,Sabunike VI,,,,,
Ul. Sabunike VII,Sabunike VII,,,,,
Ul. satnika Ivana Pleića,Ulica satnika Ivana Pleića,,,,,
Ul. Sedme domobranske,Ulica Sedme domobranske,,,,,
Ul. sestara Klarisa,Ulica sestara Klarisa,,,,,
Ul. Šime Dešpalja,Ulica Šime Dešpalja,,,,,
Ul. Slave Raškaj,Ulica Slave Raškaj,,,,,
Ul. Slavka Kolara,Ulica Slavka Kolara,,,,,
Ul. Špire Brusine,Ulica Špire Brusine,,,,,
Ul. Štefana Števika,Ulica Štefana Števika,,,,,
Ul. Stjepana Čemera,Ulica Stjepana Čemera,,,,,
Ul. Stjepana Štrosa,Ulica Stjepana Štrosa,,,,,
Ul. Šubića Bribirskih,Ulica Šubića Bribirskih,,,,,
Ul. Šubićeva,Šubićeva ulica,,,,,
Ul. Sutlanske doline,Ulica Sutlanske doline,,,,,
Ul. sv. Ambroza,Ulica svetog Ambroza,,,,,
Ul. sv. Ane,Ulica svete Ane,,,,,
Ul. sv. Donata,Ulica svetog Donata,,,,,
Ul. sv. Florijana,Ulica svetog Florijana,,,,,
Ul. sv. Ivana,Ulica svetog Ivana,,,,,
Ul. sv. Jerolima,Ulica svetog Jerolima,,,,,
Ul. sv. Josipa radnika,Ulica svetog Josipa radnika,,,,,
Ul. sv. Katarine,Ulica svete Katarine,,,,,
Ul. sv. Leopolda Mandića,Ulica svetog Leopolda Mandića,,,,,
Ul. sv. Martina,Ulica svetog Martina,,,,,
Ul. sv. Mihovila,Ulica svetog Mihovila,,,,,
Ul. sv. N. Tavelića,Ulica svetog Nikole Tavelića,,,,,
Ul. sv. Nediljice,Ulica svete Nediljice,,,,,
Ul. sv. Roka,Ulica svetog Roka,,,,,
Ul. svete Katarine,Ulica svete Katarine,,,,,
Ul. Svete Marije,Ulica svete Marije,,,,,
Ul. svete Stošije,Ulica svete Stošije,,,,,
Ul. svetog Ivana,Ulica svetog Ivana,,,,,
Ul. svetog Jeronima,Ulica svetog Jeronima,,,,,
Ul. Teodora Pejačevića,Ulica Teodora Pejačevića,,,,,
Ul. Tina Ujevića,Ulica Tina Ujevića,,,,,
Ul. Trogirska,Trogirska ulica,,,,,
Ul. V - gornji muli,Ulica V,,,,Gornji muli,
Ul. Valtera Zubčića,Ulica Valtera Zubčića,,,,,
Ul. Vaska Lipovca,Ulica Vaska Lipovca,,,,,
Ul. Velike Kapele,Ulica Velike Kapele,,,,,
Ul. VI - strane,Ulica VI,,,,Strane,
Ul. Vidove gore,Ulica Vidove gore,,,,,
Ul. VII - zap. obala,Ulica VII,,,,Zapadna obala,
Ul. VII domobranske,Ulica VII. domobranske,,,,,
Ul. Vinogradska I,Vinogradska ulica I,,,,,
Ul. Vinogradska II,Vinogradska ulica II,,,,,
Ul. Viškog skupa,Ulica Viškog skupa,,,,,
Ul. Vjekoslava Klaića,Ulica Vjekoslava Klaića,,,,,
